CIUDAD DE PROCEDENCIA,CIUDAD DE DESTINO,MOTIVO DEL VIAJE,TIEMPO DE PERMANENCIA (DIAS),TIPO ALOJAMIENTO,RESULTADO SATISFACCIÓN,CANTIDAD DE VIAJEROS
Paipa,Paipa,Turismo,1,Hotel,0,2
Paipa,Paipa,Turismo,3,Hotel,0,2
Paipa,Duitama,Turismo,3,Hotel,10,2
Paipa,Paipa,Turismo,3,Hotel,0,3
Paipa,Paipa,Turismo,3,Hotel,0,3
Paipa,Paipa,Turismo,3,Hotel,0,3
Paipa,Paipa,Turismo,3,Hotel,10,3
Paipa,Paipa,Turismo,2,Hotel,10,3
Paipa,Duitama,Turismo,3,Hotel,10,3
Paipa,Paipa,Turismo,3,Hotel,0,4
Paipa,Paipa,Turismo,1,Hotel,0,4
Paipa,Paipa,Turismo,3,Vivienda familiar,0,4
Paipa,Paipa,Laboral,3,Hotel,0,4
Paipa,Paipa,Turismo,3,Hotel,0,4
Paipa,Paipa,Turismo,3,Hotel,0,4
Paipa,Paipa,Turismo,3,Hotel,0,4
Paipa,Paipa,Turismo,3,Hotel,0,5
Paipa,Paipa,Otro,3,Hotel,0,5
Paipa,Paipa,Turismo,3,Cabaña rural,0,5
Paipa,Paipa,Turismo,7,Vivienda familiar,0,5
Paipa,Paipa,Turismo,1,Hotel,0,5
Paipa,Aquitania,Turismo,5,Cabaña rural,9,5
Paipa,Aquitania,Turismo,1,Otro,10,5
Paipa,Tibasosa,Turismo,5,Hotel,10,6
Paipa,Tibasosa,Turismo,2,Hotel,10,6
Paipa,Paipa,Turismo,7,Hotel,0,6
Paipa,Paipa,Turismo,3,Hotel,0,6
Paipa,Paipa,Turismo,1,Hotel,0,7
Paipa,Ventaquemada,Turismo,1,Hotel,10,7
Paipa,Paipa,Turismo,1,Hotel,0,7
Paipa,Paipa,Turismo,1,Vivienda familiar,0,8
Paipa,Tibasosa,Turismo,3,Hotel,10,8
Paipa,Paipa,Turismo,1,Vivienda familiar,0,10
Paipa,Paipa,Turismo,1,Hotel,0,10
Paipa,Paipa,Turismo,1,Hotel,0,12
Paipa,Paipa,Turismo,1,Hotel,0,27
Paipa,Paipa,Turismo,1,Hotel,0,60
Paipa,Tibasosa,Turismo,2,Hotel,10,88
Palmira,Villa de Leyva,Turismo,5,Hotel,10,3
Palmira,Tunja,Turismo,5,Vivienda familiar,10,3
Palmira,Duitama,Turismo,5,Hotel,10,5
Palmira,Paipa,Turismo,4,Hotel,10,8
Palmira,Villa de Leyva,Turismo,2,Hotel,10,12
Palmira,Paipa,Turismo,4,Hotel,10,85
Pamplona,Duitama,Turismo,2,Cabaña rural,8,2
Pamplona,Villa de Leyva,Turismo,2,Hotel,10,3
Pamplona,Chiquinquirá,Turismo,3,Hotel,10,4
Pamplona,Iza,Turismo,5,Hotel,10,4
Pamplona,Corrales,Turismo,2,Hotel,10,5
Pamplona,Monguí,Turismo,2,Hotel,10,5
Pamplona,Duitama,Turismo,3,Vivienda familiar,10,8
Pamplona,Monguí,Turismo,3,Hotel,10,8
Pasto,Paipa,Turismo,3,Hotel,9,2
Pasto,Ráquira,Turismo,3,Vivienda familiar,10,2
Pasto,Duitama,Turismo,1,Hotel,5,2
Pasto,Paipa,Turismo,3,Hotel,10,2
Pasto,Tunja,Turismo,3,Hotel,9,3
Pasto,Firavitoba,Turismo,2,Hotel,10,4
Pasto,Aquitania,Turismo,3,Hotel,9,4
Pasto,Villa de Leyva,Turismo,3,Vivienda familiar,0,4
Pasto,Aquitania,Turismo,5,Cabaña rural,10,4
PASTO,Tunja,Turismo,1,Hotel,10,4
Pasto,Villa de Leyva,Turismo,5,Vivienda familiar,10,5
Pasto,Paipa,Turismo,4,Hotel,10,5
Pasto,Tota,Turismo,2,Hotel,9,6
Pasto,Duitama,Turismo,2,Hotel,10,8
Paz De Ariporo,Duitama,Turismo,2,Hotel,10,2
Paz de Ariporo,Aquitania,Turismo,5,Hotel,10,12
Penza,Chinavita,Turismo,2,Hotel,2,2
Penza,Cómbita,Turismo,1,Hotel,10,2
Penza,Duitama,Turismo,1,Hotel,8,2
Penza,Cucaita,Turismo,3,Hotel,10,2
Penza,Cómbita,Turismo,5,Hotel,10,4
Penza,Chiquinquirá,Turismo,2,Hotel,10,4
Penza,Villa de Leyva,Turismo,3,Hotel,4,4
Penza,Briceño,Turismo,4,Hotel,4,4
Penza,Samacá,Turismo,2,Hotel,4,4
Penza,Belén,Turismo,3,Hotel,9,4
Penza,Cerinza,Turismo,4,Hotel,9,4
Penza,Chiscas,Turismo,1,Hotel,10,4
Penza,Cucaita,Turismo,1,Hotel,10,4
Penza,Iza,Turismo,5,Vivienda familiar,10,4
Penza,Ráquira,Turismo,2,Hotel,9,5
Penza,Chíquiza,Turismo,4,Hotel,10,5
Penza,Chiscas,Turismo,1,Vivienda familiar,9,5
Penza,Chiscas,Turismo,3,Hotel,9,5
Penza,Tunja,Turismo,3,Hotel,9,5
Penza,Chíquiza,Turismo,3,Hotel,9,5
Penza,Boyacá,Turismo,5,Hotel,9,6
Penza,Cerinza,Turismo,3,Hotel,10,6
Penza,El Espino,Turismo,4,Hotel,10,6
Penza,El Cocuy,Turismo,3,Hotel,9,6
Penza,El Cocuy,Turismo,2,Hotel,10,6
Penza,Firavitoba,Turismo,4,Hotel,10,6
Penza,Villa de Leyva,Turismo,5,Hotel,10,6
Penza,Miraflores,Turismo,2,Hotel,10,7
Penza,Chiquinquirá,Turismo,3,Hotel,10,8
Penza,Cómbita,Turismo,4,Hotel,10,9
Penza,Cerinza,Turismo,1,Hotel,10,10
Penza,Iza,Turismo,3,Hotel,9,12
Penza,Chitaraque,Turismo,4,Hotel,9,40
Penza,Berbeo,Turismo,4,Hotel,10,40
Penza,Chita,Turismo,3,Hotel,10,75
Penza,Chiquinquirá,Turismo,1,Vivienda familiar,10,80
Pereira,Duitama,Turismo,4,Hotel,10,1
Pereira,Paipa,Turismo,1,Hotel,9,2
Pereira,Ráquira,Turismo,1,Hotel,9,2
Pereira,Duitama,Turismo,1,Hotel,9,2
Pereira,Villa de Leyva,Turismo,2,Hotel,9,2
Pereira,Aquitania,Turismo,1,Hotel,9,2
Pereira,Villa de Leyva,Turismo,2,Hotel,10,2
Pereira,Aquitania,Turismo,3,Camping,10,2
Pereira,Villa de Leyva,Turismo,3,Hotel,0,2
Pereira,Aquitania,Turismo,1,Hotel,10,2
Pereira,Duitama,Turismo,2,Hotel,10,3
Pereira,Aquitania,Turismo,2,Vivienda familiar,10,3
Pereira,Paipa,Turismo,3,Hotel,9,4
Pereira,Villa de Leyva,Turismo,2,Hotel,9,4
Pereira,Monguí,Turismo,5,Vivienda familiar,10,4
Pereira,Aquitania,Turismo,2,Cabaña rural,8,5
Pereira,Tunja,Turismo,2,Cabaña rural,10,5
Pereira,Tota,Turismo,1,Vivienda familiar,10,5
Pereira,Villa de Leyva,Turismo,3,Vivienda familiar,0,5
Pereira,Sogamoso,Turismo,2,Hotel,9,5
Pereira,Paipa,Turismo,3,Vivienda familiar,10,5
Pereira,Paipa,Turismo,1,Hotel,10,8
Pereira,Villa de Leyva,Turismo,3,Cabaña rural,8,28
Pereira,Aquitania,Turismo,3,Hotel,10,87
Pesca,Pesca,Otro,3,Hotel,0,5
Pesca,Pesca,Turismo,3,Vivienda familiar,0,8
Pie De Cuestas Santander,Aquitania,Turismo,5,Vivienda familiar,10,5
Pinchote,Paipa,Turismo,4,Vivienda familiar,10,5
Pitalito,Aquitania,Turismo,1,Hotel,10,4
Planeta Rica,Duitama,Turismo,3,Vivienda familiar,10,4
Planeta Rica,Aquitania,Turismo,5,Vivienda familiar,10,5
Popayan,Villa de Leyva,Turismo,2,Cabaña rural,10,2
Popayan,Paipa,Turismo,2,Hotel,9,2
Popayan,Aquitania,Turismo,2,Hotel,10,7
Popayán,Tunja,Turismo,2,Hotel,10,2
Popayán,Duitama,Turismo,2,Hotel,10,5
Popayán,Duitama,Turismo,3,Vivienda familiar,10,6
Popayán,Paipa,Turismo,2,Hotel,9,8
Pore,Aquitania,Turismo,3,Resort,7,2
Puente Nacional,Tunja,Turismo,1,Hotel,0,7
Puente Nacional,Iza,Turismo,2,Hotel,10,32
Puerto  Lleras,Ráquira,Turismo,2,Hotel,9,120
Puerto Boyaca,Villa de Leyva,Turismo,3,Hotel,10,3
Puerto Boyacá,Tunja,Turismo,2,Hotel,10,2
Puerto Carreño,Paipa,Turismo,5,Hotel,10,2
Puerto Carreño,Paipa,Turismo,3,Vivienda familiar,10,3
Puerto Carreño,Villa de Leyva,Turismo,3,Hotel,9,4
Puerto Carreño,Duitama,Turismo,1,Hotel,10,4
Puerto Carreño,Duitama,Turismo,5,Cabaña rural,10,7
Puerto Gaitan,Corrales,Turismo,3,Hotel,10,1
Puerto Gaitan,Chiquinquirá,Turismo,2,Hotel,10,5
Puerto Gaitán,Chiquinquirá,Turismo,3,Camping,10,2
Puerto Gaitán,Chiquinquirá,Turismo,5,Hotel,10,40
Puerto libertador,Duitama,Turismo,3,Vivienda familiar,10,3
Puerto Lopez,Sáchica,Turismo,2,Hotel,10,2
Puerto Salgar,Paipa,Turismo,3,Hotel,10,3
Punza,Chíquiza,Turismo,5,Hotel,9,5
Punza,Cerinza,Turismo,5,Hotel,8,6
Quimbaya,Aquitania,Turismo,3,Hotel,0,2
Quindío,Sutamarchán,Turismo,1,Hotel,9,2
Quindío,Villa de Leyva,Turismo,1,Hotel,10,4
Ramiriqui,Ramiriquí,Turismo,1,Hotel,0,1
Ramiriqui,Ramiriquí,Turismo,5,Vivienda familiar,10,2
Ramiriqui,Ramiriquí,Turismo,3,Hotel,0,2
Ramiriqui,Ramiriquí,Turismo,3,Hotel,0,2
Ramiriquí,Ramiriquí,Turismo,3,Hotel,0,5
Ramiriquí,Ramiriquí,Turismo,1,Hotel,0,5
Ráquira,Ráquira,Turismo,7,Cabaña rural,0,1
Restrepo,Chiquinquirá,Turismo,2,Hotel,9,2
Rio Blanco,Paipa,Turismo,3,Hotel,10,8
Riohacha,Duitama,Turismo,1,Hotel,9,3
RIOHACHA,Paipa,Turismo,3,Hotel,10,38
Rionegro,Tunja,Turismo,2,Hotel,8,2
Rionegro,Tunja,Turismo,2,Hotel,10,5
Rionegro,Paipa,Turismo,1,Hotel,10,6
Rionegro,Tunja,Turismo,3,Hotel,10,10
Risaralda,Aquitania,Turismo,4,Hotel,10,2
Risaralda,Aquitania,Turismo,4,Cabaña rural,10,2
Risaralda,Aquitania,Turismo,1,Hotel,9,4
Risaralda,Aquitania,Turismo,2,Hotel,9,4
Sabaneta,Tunja,Turismo,1,Hotel,0,4
Sabaneta,Paipa,Turismo,4,Hotel,10,12
Sabaneta,Monguí,Turismo,3,Hotel,8,60
Sabaneta,Aquitania,Turismo,2,Vivienda familiar,10,90
Salamina,Nobsa,Turismo,1,Hotel,0,4
Salento,Villa de Leyva,Turismo,1,Hotel,0,1
Salento,Monguí,Turismo,2,Hotel,10,50
Samaca,Samacá,Turismo,1,Hotel,0,1
Samaca,Samacá,Turismo,1,Hotel,0,2
Samaca,Samacá,Turismo,3,Hotel,0,2
Samaca,Samacá,Turismo,3,Hotel,0,2
Samaca,Samacá,Turismo,3,Hotel,0,3
Samaca,Samacá,Turismo,3,Hotel,0,3
Samaca,Samacá,Turismo,3,Hotel,0,4
Samaca,Samacá,Turismo,3,Hotel,0,6
Samaca,Samacá,Turismo,1,Hotel,0,8
Samaca,Samacá,Turismo,3,Hotel,0,22
Samaniego,Villa de Leyva,Turismo,2,Hotel,9,5
San Antonio Del Tequendama,Paipa,Turismo,3,Hotel,0,3
San Gil,Moniquirá,Turismo,3,Hotel,10,2
San Gil,Aquitania,Turismo,3,Hotel,0,2
San Gil,Villa de Leyva,Turismo,1,Vivienda familiar,10,2
SAN GIL,Paipa,Turismo,2,Vivienda familiar,10,2
San Gil,Aquitania,Turismo,2,Hotel,10,2
San Gil,Arcabuco,Turismo,4,Hotel,10,3
San Gil,Aquitania,Turismo,4,Hotel,10,4
San Gil,Paipa,Turismo,3,Hotel,10,4
San Gil,Aquitania,Turismo,7,Hotel,0,5
San Gil,Aquitania,Turismo,1,Hotel,9,7
San Gil,Tunja,Turismo,3,Vivienda familiar,10,7
SAN GIL,Santa Sofía,Turismo,1,Hotel,10,8
San Gil,Paipa,Turismo,3,Hotel,10,10
SAN GIL,Tunja,Turismo,2,Hotel,10,18
San Gil,Villa de Leyva,Turismo,1,Hotel,10,250
San Joaquín,Paipa,Turismo,1,Hotel,9,5
San Jose De Guaviare,Ráquira,Turismo,2,Hotel,9,6
San Jose Del Guaviare,Ráquira,Turismo,2,Hotel,9,4
San Jose Del Guaviare,Paipa,Turismo,3,Hotel,10,4
San Jose Del Guaviare,Chiquinquirá,Turismo,3,Hotel,10,5
San Jose Guaviare,Villa de Leyva,Turismo,2,Hotel,10,5
San Luis,Aquitania,Turismo,4,Hotel,10,40
San Martin,Tunja,Turismo,2,Hotel,8,3
San Martín,Aquitania,Turismo,3,Hotel,10,2
San Pedro De Los Milagros,Duitama,Turismo,2,Hotel,10,4
San Vicente,Paipa,Turismo,2,Hotel,10,4
San Vicente de chucary,Paipa,Turismo,5,Vivienda familiar,10,1
Sangil,Duitama,Turismo,2,Hotel,10,20
Santa Ana,Duitama,Turismo,2,Hotel,8,4
Santa Marta,Tunja,Turismo,1,Hotel,10,3
Santa Marta,Villa de Leyva,Turismo,4,Hotel,10,5
Santa Marta,Paipa,Turismo,4,Hotel,10,8
Santa Marta,Nobsa,Turismo,2,Hotel,10,40
Santa rosa de osos,Paipa,Turismo,4,Hotel,10,9
Santa Rosa De Sur,Duitama,Turismo,2,Hotel,10,3
Santa rosa de viterbo,Paipa,Turismo,5,Vivienda familiar,10,3
Santa Rosa De Viterbo,Aquitania,Turismo,2,Hotel,10,7
Santa Rosa De Vitervo,Tibasosa,Turismo,5,Hotel,10,2
Santa Rosa De Vitervo,Tibasosa,Turismo,2,Hotel,10,2
Santafe De Antioquia,Paipa,Turismo,1,Hotel,0,2
SANTAFE DE ANTIOQUIA,Paipa,Turismo,3,Hotel,10,45
Santander,Chiquinquirá,Turismo,2,Hotel,10,2
Santander,Paipa,Turismo,3,Hotel,10,2
Santander,Tunja,Turismo,1,Hotel,9,2
Santander,Moniquirá,Turismo,2,Hotel,9,2
Santander,Villa de Leyva,Turismo,5,Vivienda familiar,10,2
Santander,Villa de Leyva,Turismo,3,Cabaña rural,10,2
Santander,Chiquinquirá,Turismo,4,Hotel,10,4
Santander,Aquitania,Turismo,1,Hotel,10,4
Santander,Sogamoso,Turismo,2,Hotel,10,4
Santander,Moniquirá,Turismo,2,Hotel,9,4
Santander,Moniquirá,Turismo,2,Hotel,8,4
Santander,Aquitania,Turismo,2,Hotel,10,4
Santander,Tunja,Turismo,2,Cabaña rural,10,4
Santander,Paipa,Turismo,5,Cabaña rural,10,5
Santiago De Cali,Aquitania,Turismo,2,Hotel,10,23
Saragossa,Floresta,Turismo,2,Hotel,10,8
Saravena,Paipa,Turismo,2,Hotel,5,2
Saravena,Tunja,Turismo,3,Vivienda familiar,9,3
Saravena,Tunja,Turismo,2,Hotel,10,5
Saravena,Paipa,Turismo,2,Hotel,9,5
Sarzal,Tunja,Turismo,3,Hotel,0,4
Sasaima,Paipa,Turismo,7,Hotel,0,2
SASAIMA,Paipa,Turismo,1,Otro,10,10
Sesquile,Duitama,Turismo,2,Hotel,10,2
Simacota,Paipa,Turismo,2,Hotel,10,2
Sincelejo,Tunja,Turismo,2,Vivienda familiar,10,1
Sincelejo,Paipa,Turismo,5,Hotel,10,2
Sincelejo,Villa de Leyva,Turismo,3,Hotel,10,3
Sincelejo,Paipa,Turismo,1,Hotel,10,9
Soacha,Duitama,Turismo,2,Vivienda familiar,10,1
Soacha,Paipa,Turismo,4,Hotel,10,2
Soacha,Duitama,Turismo,2,Hotel,10,2
Soacha,Paipa,Turismo,2,Hotel,10,3
SOACHA,Paipa,Turismo,1,Otro,10,4
SOACHA,Paipa,Turismo,2,Hotel,10,5
Soacha,Aquitania,Turismo,2,Hotel,10,5
Soacha,Aquitania,Turismo,2,Hotel,9,6
Soacha,Nobsa,Turismo,2,Hotel,10,6
Soacha,Villa de Leyva,Turismo,3,Vivienda familiar,10,7
Soacha,Garagoa,Turismo,1,Hotel,10,25
Soacha,Boyacá,Turismo,1,Hotel,10,26
Soacha,Guateque,Turismo,4,Hotel,10,30
Soata,Soata,Turismo,3,Hotel,0,2
Soata,Soata,Turismo,15,Hotel,0,3
Soata,Soata,Otro,7,Vivienda familiar,0,4
Socha,Tibasosa,Turismo,1,Hotel,10,6
Socha,Paipa,Turismo,1,Hotel,10,11
Socorro,Aquitania,Turismo,1,Hotel,10,2
Socorro,Paipa,Turismo,5,Hotel,10,2
Socorro,Tunja,Turismo,4,Hotel,10,3
Socorro,Duitama,Turismo,1,Hotel,10,4
Socorro,Paipa,Turismo,3,Vivienda familiar,10,5
Sogamaoso,Tibasosa,Turismo,3,Hotel,10,2
Sogamoso,Tunja,Turismo,2,Hotel,9,2
Sogamoso,Tibasosa,Turismo,2,Hotel,10,2
Sogamoso,Tibasosa,Turismo,5,Camping,10,2
Sogamoso,Tibasosa,Turismo,3,Hotel,0,2
Sogamoso,Paipa,Turismo,1,Vivienda familiar,10,2
Sogamoso,Iza,Turismo,5,Vivienda familiar,10,2
Sogamoso,Paipa,Turismo,2,Vivienda familiar,10,2
Sogamoso,Aquitania,Turismo,1,Vivienda familiar,10,2
Sogamoso,Paipa,Turismo,2,Hotel,9,4
Sogamoso,Tibasosa,Turismo,1,Hotel,10,4
Sogamoso,Arcabuco,Turismo,4,Hotel,8,4
Sogamoso,Duitama,Turismo,2,Hotel,10,4
Sogamoso,Tibasosa,Turismo,2,Hotel,10,5
Sogamoso,Paipa,Turismo,3,Hotel,9,9
Sogamoso,Tibasosa,Turismo,3,Hotel,10,12
Sogamoso,Paipa,Turismo,3,Hotel,10,80
Soledad,Duitama,Turismo,2,Vivienda familiar,10,4
Soledad,Nobsa,Turismo,2,Hotel,9,4
Sopetran,Duitama,Turismo,1,Hotel,0,6
Sopo,Aquitania,Turismo,1,Hotel,10,2
Sopo,Paipa,Turismo,1,Hotel,10,27
Sopó,Ráquira,Turismo,3,Hotel,0,2
Sopó,Paipa,Turismo,5,Vivienda familiar,10,3
Soraca,Aquitania,Turismo,2,Hotel,10,3
Subavilla hermosa,Nobsa,Turismo,5,Vivienda familiar,10,6
Suesca,Boyacá,Turismo,1,Hotel,10,4
Tabio,Paipa,Turismo,5,Hotel,10,2
Taganga,Tibasosa,Turismo,5,Hotel,10,2
Tame,Nobsa,Turismo,2,Hotel,10,2
Tame,Belén,Turismo,1,Hotel,8,2
Tame,Belén,Turismo,2,Resort,10,6
Tauramena,Aquitania,Turismo,1,Hotel,10,3
Tauramena,Duitama,Otro,3,Vivienda familiar,9,4
Tauramena,Paipa,Turismo,1,Hotel,10,6
Tebaida,Villa de Leyva,Turismo,1,Hotel,0,2
Tebaida,Villa de Leyva,Turismo,3,Vivienda familiar,0,4
Tello,Belén,Turismo,2,Vivienda familiar,10,1
Tenjo,Paipa,Turismo,1,Hotel,10,2
Tibasosa,Tibasosa,Otro,3,Camping,0,2
Tibasosa,Tibasosa,Turismo,15,Hotel,0,2
Tibasosa,Tibasosa,Turismo,1,Hotel,0,3
Tibasosa,Tibasosa,Turismo,1,Hotel,0,4
Tibasosa,Tibasosa,Turismo,3,Vivienda familiar,0,4
Tibasosa,Tibasosa,Turismo,1,Vivienda familiar,0,7
Tibasosa,Tibasosa,Turismo,1,Hotel,0,11
Toca,Tibasosa,Turismo,3,Hotel,10,10
Tocancipa,Paipa,Turismo,2,Hotel,9,6
Tocancipa,Paipa,Turismo,5,Hotel,9,160
Tocancipá,Paipa,Turismo,1,Hotel,10,2
Tocancipá,Duitama,Turismo,2,Vivienda familiar,10,4
Tolemaida,Duitama,Turismo,3,Hotel,10,7
Tolima,Villa de Leyva,Turismo,4,Hotel,10,2
Tolima,Chiquinquirá,Turismo,2,Hotel,10,2
Tolima,Aquitania,Turismo,1,Hotel,9,2
Tolima,Samacá,Turismo,3,Hotel,10,2
Tolima,Villa de Leyva,Turismo,1,Hotel,9,2
Tolima,Villa de Leyva,Turismo,2,Hotel,10,4
Tolima,Paipa,Turismo,2,Hotel,9,4
Tópaga,Aquitania,Turismo,5,Vivienda familiar,10,4
Tota,Tota,Turismo,1,Hotel,0,2
Tulua,Monguí,Turismo,3,Hotel,9,4
Tulua,Villa de Leyva,Turismo,2,Hotel,10,5
Tuluá,Duitama,Turismo,1,Hotel,10,60
Tunja,Tunja,Turismo,7,Hotel,0,1
Tunja,Paipa,Turismo,2,Hotel,10,2
Tunja,Tunja,Turismo,3,Hotel,0,2
Tunja,Tunja,Turismo,3,Hotel,0,2
Tunja,Tunja,Turismo,3,Hotel,0,2
Tunja,Tunja,Turismo,3,Vivienda familiar,0,2
Tunja,Tunja,Turismo,3,Hotel,0,2
Tunja,Tunja,Turismo,15,Hotel,0,2
Tunja,Tibasosa,Turismo,1,Hotel,10,2
Tunja,Tibasosa,Turismo,2,Hotel,10,2
Tunja,Miraflores,Turismo,1,Hotel,10,2
Tunja,Arcabuco,Turismo,3,Hotel,9,2
Tunja,Tunja,Turismo,3,Hotel,0,2
Tunja,Tunja,Otro,3,Hotel,0,2
Tunja,Tunja,Turismo,1,Hotel,0,2
Tunja,Tunja,Turismo,3,Hotel,0,2
Tunja,Tunja,Turismo,1,Hotel,0,2
Tunja,Tunja,Turismo,7,Hotel,0,2
Tunja,Tunja,Turismo,3,Hotel,0,2
Tunja,Tunja,Turismo,3,Hotel,0,2
Tunja,Tunja,Turismo,3,Hotel,0,2
Tunja,Tunja,Turismo,4,Cabaña rural,10,2
Tunja,Tunja,Turismo,2,Hotel,10,2
Tunja,Tunja,Turismo,7,Vivienda familiar,0,2
Tunja,Tunja,Turismo,1,Hotel,0,2
Tunja,Tunja,Turismo,3,Hotel,0,2
Tunja,Tunja,Visita familiar,7,Hotel,0,2
Tunja,Tunja,Turismo,3,Vivienda familiar,0,2
Tunja,Tunja,Turismo,3,Hotel,0,2
Tunja,Tunja,Turismo,15,Hotel,0,2
Tunja,Tunja,Turismo,15,Hotel,0,2
Tunja,Tunja,Turismo,3,Hotel,0,2
Tunja,Tunja,Turismo,3,Hotel,10,2
Tunja,Tunja,Turismo,1,Hotel,0,2
Tunja,Tunja,Turismo,1,Hotel,0,2
Tunja,Tunja,Turismo,1,Hotel,0,2
Tunja,Tunja,Turismo,4,Hotel,9,2
Tunja,Tunja,Turismo,7,Hotel,0,3
Tunja,Tunja,Turismo,1,Vivienda familiar,0,3
Tunja,Tunja,Turismo,1,Vivienda familiar,0,3
Tunja,Tunja,Turismo,1,Hotel,0,3
Tunja,Tunja,Turismo,1,Hotel,0,3
Tunja,Tunja,Turismo,1,Hotel,0,3
Tunja,Tunja,Turismo,3,Vivienda familiar,0,3
Tunja,Tunja,Turismo,1,Hotel,0,3
Tunja,Tunja,Turismo,3,Hotel,0,3
Tunja,Tunja,Turismo,3,Hotel,0,3
Tunja,Tibasosa,Turismo,7,Hotel,0,3
Tunja,Tunja,Turismo,1,Hotel,0,3
Tunja,Tunja,Turismo,1,Hotel,0,3
Tunja,Tunja,Turismo,1,Hotel,0,3
Tunja,Tunja,Turismo,3,Hotel,0,3
Tunja,Tunja,Turismo,1,Hotel,0,3
Tunja,Tunja,Turismo,3,Hotel,0,3
Tunja,Tunja,Turismo,1,Hotel,10,3
Tunja,Tunja,Turismo,3,Vivienda familiar,0,4
Tunja,Tunja,Turismo,1,Hotel,0,4
Tunja,Tunja,Turismo,1,Hotel,0,4
Tunja,Tunja,Turismo,1,Hotel,0,4
Tunja,Nobsa,Turismo,1,Hotel,9,4
Tunja,Guateque,Turismo,1,Vivienda familiar,10,4
Tunja,Almeida,Turismo,1,Hotel,8,4
Tunja,Aquitania,Turismo,2,Hotel,10,4
Tunja,Tunja,Turismo,3,Vivienda familiar,0,4
Tunja,Tibasosa,Turismo,4,Hotel,4,4
Tunja,Tunja,Turismo,1,Hotel,0,4
Tunja,Tunja,Turismo,3,Hotel,0,4
Tunja,Tunja,Turismo,3,Hotel,0,4
Tunja,Tunja,Turismo,3,Hotel,0,4
Tunja,Tunja,Turismo,1,Hotel,0,4
Tunja,Tunja,Turismo,1,Vivienda familiar,0,4
Tunja,Tunja,Turismo,1,Hotel,0,4
Tunja,Tunja,Turismo,3,Hotel,0,4
Tunja,Tunja,Turismo,1,Hotel,0,4
Tunja,Tunja,Visita familiar,1,Hotel,0,4
Tunja,Tunja,Turismo,3,Vivienda familiar,0,5
Tunja,Tunja,Turismo,3,Vivienda familiar,0,5
Tunja,Tibasosa,Turismo,5,Cabaña rural,10,5
Tunja,Tunja,Turismo,3,Hotel,0,5
Tunja,Tunja,Turismo,7,Hotel,0,5
Tunja,Tunja,Turismo,1,Vivienda familiar,0,5
Tunja,Tunja,Turismo,15,Vivienda familiar,0,5
Tunja,Tunja,Turismo,1,Vivienda familiar,0,5
Tunja,Tunja,Turismo,1,Hotel,0,5
Tunja,Tunja,Turismo,1,Hotel,0,5
Tunja,Tunja,Turismo,3,Hotel,0,5
Tunja,Tunja,Turismo,1,Hotel,0,5
Tunja,Tunja,Laboral,7,Hotel,0,5
Tunja,Tunja,Turismo,1,Hotel,0,5
Tunja,Tunja,Turismo,15,Vivienda familiar,0,6
Tunja,Tunja,Turismo,3,Hotel,0,6
Tunja,Tunja,Turismo,1,Hotel,0,6
Tunja,Tibasosa,Turismo,1,Hotel,10,7
Tunja,Tunja,Turismo,3,Vivienda familiar,0,7
Tunja,Tibasosa,Turismo,1,Hotel,10,7
Tunja,Tunja,Turismo,3,Hotel,0,7
Tunja,El Cocuy,Turismo,2,Hotel,10,7
Tunja,Tunja,Turismo,1,Hotel,0,7
Tunja,Tunja,Otro,1,Cabaña rural,0,8
Tunja,Tunja,Turismo,4,Cabaña rural,10,8
Tunja,Tunja,Turismo,2,Hotel,10,8
Tunja,Tunja,Turismo,15,Vivienda familiar,0,8
Tunja,Tibasosa,Turismo,4,Hotel,10,9
Tunja,Tunja,Turismo,1,Hotel,0,9
Tunja,Tunja,Turismo,1,Hotel,0,10
Tunja,Tunja,Turismo,1,Vivienda familiar,0,10
Tunja,Tunja,Turismo,3,Hotel,0,10
Tunja,Tibasosa,Turismo,3,Hotel,10,11
Tunja,Tibasosa,Turismo,2,Hotel,9,12
Tunja,Tunja,Turismo,15,Hotel,0,12
Tunja,Tunja,Turismo,1,Vivienda familiar,0,13
Tunja,Tunja,Turismo,3,Vivienda familiar,0,15
Tunja,Tunja,Turismo,3,Hotel,0,17
Tunja,Tunja,Turismo,1,Hotel,0,21
Tunja,Tunja,Turismo,1,Hotel,10,23
Tunja,Tunja,Educación,1,Hotel,0,34
Tunja,Guateque,Turismo,4,Hotel,10,35
Tunja,Tibasosa,Turismo,3,Camping,10,65
Tunja,Tunja,Educación,3,Hotel,0,82
Tunja,Tunja,Educación,1,Hotel,0,87
Tuta,Paipa,Turismo,5,Vivienda familiar,10,2
Tuta,Tuta,Turismo,3,Hotel,0,3
Tuta,Tuta,Turismo,3,Hotel,0,32
Ubaque,Tunja,Turismo,3,Hotel,0,5
Ubate,Chiquinquirá,Turismo,1,Hotel,10,8
Ubaté,Paipa,Turismo,1,Camping,10,2
Ubaté,Paipa,Turismo,1,Hotel,10,2
Ubaté,Aquitania,Turismo,1,Hotel,10,4
Ulloa,Paipa,Turismo,3,Hotel,10,4
Valle Del Cauca,Aquitania,Turismo,1,Hotel,10,1
Valle Del Cauca,Aquitania,Turismo,2,Hotel,10,2
Valle Del Cauca,Monguí,Turismo,1,Hotel,10,2
Valle Del Cauca,Villa de Leyva,Turismo,5,Hotel,10,2
